CRN,Code,Title,Department,Credits,Description,Level,Prerequisites,Corequisites,Topics,Required for Majors,Learning Outcomes,Average GPA,Typical Semesters Offered,Difficulty Rating,Workload Hours/Week,Typical Class Size,Online Offering Available
39872,MATH607,"""Advanced Topics in Algebraic Geometry""",MATH,3.0,"This course delves into advanced topics in algebraic geometry, exploring concepts such as schemes, sheaves, and cohomology. Students will study the intersection of algebra and geometry, gaining a deeper understanding of complex geometric structures and their algebraic representations.",600,MATH530,BIO657,"1. Algebra
2. Calculus
3. Geometry
4. Probability and Statistics
5. Number Theory",,"1. Apply algebraic principles to solve complex equations and inequalities|
2. Utilize calculus techniques to analyze functions, derivatives, and integrals in various contexts|
3. Demonstrate proficiency in solving geometric problems involving shapes, angles, and spatial relationships|
4. Interpret and analyze data using probability and statistics concepts and tools|
5. Analyze and apply number theory concepts to understand properties of integers and prime numbers.",2.9890787133125456,Summer|Spring|Fall,3.160932974518878,12.343090977150993,25,False
35271,CHEM113,"""Introduction to General Chemistry""",CHEM,4.0,"This course provides an overview of the fundamental concepts in general chemistry, including atomic structure, chemical bonding, and stoichiometry. Students will develop a strong foundation in chemical principles through lectures, laboratory experiments, and problem-solving exercises.",100,,CS111,"1. Atomic structure and periodic trends
2. Chemical bonding and molecular structure
3. Stoichiometry and chemical reactions
4. States of matter and intermolecular forces
5. Thermodynamics and kinetics",CS Major,"1. Analyze the relationship between atomic structure and periodic trends to predict the behavior of elements in the periodic table|
2. Evaluate the different types of chemical bonding and molecular structures to explain their impact on chemical properties and reactivity|
3. Apply stoichiometric principles to balance chemical equations and calculate quantities of reactants and products in chemical reactions|
4. Compare and contrast the various states of matter and explain the role of intermolecular forces in determining their physical properties|
5. Calculate and interpret thermodynamic and kinetic parameters to predict the direction and rate of chemical reactions.",2.977902810830536,Summer|Spring|Fall,3.2469014551497195,7.597254013711424,171,False
13043,MATH530,"""Advanced Topics in Algebraic Geometry""",MATH,3.0,"This advanced course in Algebraic Geometry delves into intricate topics such as schemes, sheaves, and cohomology. Students will explore advanced techniques in modern algebraic geometry and gain a deeper understanding of geometric structures and algebraic concepts.",500,MATH154,MATH596,"1. Algebra
2. Calculus
3. Geometry
4. Probability and Statistics
5. Linear Algebra",CS Major,"1. Apply algebraic concepts to solve complex mathematical problems involving variables and equations|
2. Analyze functions and their derivatives using calculus techniques to investigate rates of change and optimize solutions|
3. Demonstrate an understanding of geometric principles and apply them to solve problems in various contexts|
4. Utilize probability and statistical methods to analyze data, make predictions, and draw meaningful conclusions|
5. Solve systems of linear equations and perform operations on vectors and matrices in linear algebra to solve real-world problems.",3.2677424494074847,Summer|Spring|Fall,1.0173657737885824,4.491307798336344,173,True
37920,HIST618,"""The Global Cold War: Superpower Rivalry and the Third World""",HIST,4.0,"This course explores the impact of the Cold War on the developing world, focusing on how the rivalry between the United States and the Soviet Union influenced political, social, and economic dynamics in regions such as Asia, Africa, and Latin America. Students will analyze key events, ideologies, and actors in the Global Cold War to understand its lasting effects on international relations.",600,HIST404|HIST339,,"1. Ancient Civilizations
2. Medieval Europe
3. American Revolution
4. World Wars
5. Civil Rights Movement",,"1. Analyze the social, political, economic, and cultural characteristics of ancient civilizations to understand their impact on the development of human societies|
2. Evaluate the key events, figures, and institutions of Medieval Europe in order to grasp the complexities of the time period and its lasting influence on Western history|
3. Examine the causes, consequences, and significance of the American Revolution in shaping the foundations of the United States and modern democratic societies|
4. Compare and contrast the origins, strategies, and outcomes of the World Wars to assess their global impact on political boundaries, ideologies, and technologies|
5. Critically analyze the strategies, tactics, and key figures of the Civil Rights Movement to appreciate its role in advancing social justice and equality in the United States",2.850359731147585,Summer|Spring|Fall,4.228002068095499,12.002766265736575,138,True
41090,BIO657,"""Advanced Topics in Evolutionary Biology""",BIO,3.0,"This course delves into cutting-edge research in evolutionary biology, exploring topics such as molecular evolution, phylogenetics, and population genetics. Students will analyze recent case studies and engage in discussions on current debates in the field.",600,BIO347,BIO613,"1. Cell Biology
2. Genetics
3. Evolution
4. Ecology
5. Human Anatomy and Physiology",,"1. Explain the fundamental principles of cell biology, including cell structure, function, and processes such as cellular respiration and cell division|
2. Apply genetic principles to analyze patterns of inheritance, genetic diseases, and genetic engineering techniques|
3. Evaluate evidence for evolutionary mechanisms, such as natural selection and genetic drift, and their role in shaping biodiversity|
4. Analyze ecological concepts, including population dynamics, community interactions, and ecosystem functions, to understand environmental issues and conservation strategies|
5. Demonstrate a deep understanding of human anatomy and physiology, including organ systems, homeostasis, and the interconnections between structure and function in the human body.",3.1679937862764755,Summer|Spring|Fall,1.7846631824886532,12.001182076253247,81,True
13039,ENG195,"""Introduction to Fiction Writing""",ENG,3.0,"In this course, students will explore the fundamentals of fiction writing, including character development, plot structure, and narrative techniques. Through workshops and peer feedback, students will hone their creative writing skills and develop original short stories. By studying various styles and genres, students will gain a deeper understanding of the craft of fiction writing.",100,,ENG157,"1. Literary analysis and interpretation
2. Writing and composition techniques
3. Communication skills development
4. Critical thinking and argumentation
5. Genre studies and literary theory",ECON Major,"1. Analyze and evaluate diverse literary works using appropriate critical frameworks to deepen understanding of themes, characters, and cultural contexts|
2. Apply advanced writing and composition techniques to craft well-structured and persuasive arguments in various genres and formats|
3. Demonstrate effective communication skills through oral presentations, written assignments, and class discussions to engage with diverse audiences|
4. Employ critical thinking skills to construct coherent arguments and support them with evidence from literary texts and theoretical frameworks|
5. Examine and critique different genres of literature and literary theories to enhance understanding of the ways in which texts are categorized, analyzed, and interpreted.",3.0859428355066996,Summer|Spring|Fall,2.4158243422561583,6.972202035848985,138,False
91459,CS229,"""Web Development Fundamentals""",CS,4.0,"""Web Development Fundamentals"" introduces students to the foundational concepts of building dynamic websites and web applications. Topics covered include HTML, CSS, JavaScript, and basic principles of responsive design. Students will gain hands-on experience creating and deploying their own web projects.",200,CS173,MATH204,"1. Algorithms and Data Structures
2. Programming Languages and Paradigms
3. Software Engineering Principles
4. Computer Systems and Architecture
5. Artificial Intelligence and Machine Learning",CS Major,"1. Analyze and evaluate the efficiency and correctness of algorithms and data structures for solving computational problems|
2. Compare and contrast different programming languages and paradigms to select the most appropriate for a given problem domain|
3. Apply software engineering principles to design and develop reliable, maintainable, and scalable software systems|
4. Explain the relationship between computer systems and architecture, and their impact on software performance and design|
5. Implement and evaluate artificial intelligence and machine learning techniques to solve real-world problems.",3.0538096519473754,Summer|Spring|Fall,2.663002677327879,13.520833172952974,104,False
33652,CHEM592,"""Advanced Topics in Organic Synthesis""",CHEM,3.0,"This course delves into complex organic synthesis techniques, focusing on advanced strategies and methodologies used in the creation of intricate organic molecules. Students will explore current trends in the field, learning how to design and execute multi-step synthesis plans with a strong emphasis on problem-solving and critical thinking.",500,,MATH596,"1. Chemical bonding
2. Stoichiometry
3. Chemical reactions
4. Organic chemistry
5. Physical chemistry",,"1. Analyze the different types of chemical bonding and their implications on the properties of compounds|
2. Apply stoichiometric principles to accurately calculate quantities of reactants and products in chemical reactions|
3. Predict and interpret the outcomes of various chemical reactions based on reaction mechanisms and thermodynamic principles|
4. Evaluate the structure, nomenclature, and reactivity of organic compounds in different chemical environments|
5. Utilize fundamental concepts of thermodynamics and kinetics to explain and predict the behavior of matter in physical systems.",3.0739544878385674,Summer|Spring|Fall,2.5080424012417897,5.844000620910948,187,True
78068,BIO159,"""Introduction to Cellular Biology""",BIO,3.0,"""Introduction to Cellular Biology"" is a foundational course that explores the structure and function of cells, emphasizing the principles of cell biology and molecular biology. Students will learn about cell organelles, cellular processes, and the role of cells in living organisms, providing a solid understanding of the fundamental unit of life.",100,,,"1. Evolution and Biodiversity
2. Cell Biology and Genetics
3. Ecology and Environmental Biology
4. Physiology and Anatomy
5. Microbiology and Immunology",CHEM Major|PHYS Major|MATH Major,"1. Analyze the principles of evolution and biodiversity to explain the relationships among different species and their environments|
2. Evaluate the mechanisms of cell biology and genetics to predict the outcomes of genetic processes and molecular interactions|
3. Apply ecological and environmental biology concepts to propose sustainable solutions to environmental challenges|
4. Demonstrate an understanding of the physiological and anatomical structures and functions in living organisms|
5. Evaluate the role of microbiology and immunology in maintaining health and preventing disease.",2.973414646903901,Summer|Spring|Fall,3.281425793046914,6.591368824558842,177,False
82386,ECON185,"""Introduction to Microeconomics""",ECON,4.0,"This course provides an introduction to the principles of microeconomics, focusing on the behavior of individual consumers and firms in markets. Students will learn about supply and demand, pricing strategies, market structures, and the role of government in regulating the economy. By the end of the course, students will be able to analyze various economic issues and make informed decisions based on economic theory.",100,,,"1. Microeconomics
2. Macroeconomics
3. Economic systems
4. International trade
5. Economic development",BIO Major,"1. Analyze the principles of microeconomics to understand individual decision-making, market behavior, and the allocation of resources|
2. Evaluate the impact of macroeconomic factors such as inflation, unemployment, and fiscal policy on national economies|
3. Compare and contrast different economic systems, including capitalism, socialism, and mixed economies, to assess their strengths and weaknesses|
4. Examine the theories and practices of international trade to analyze the benefits and challenges of globalization|
5. Critically assess the strategies and policies that promote economic development in both developed and developing countries.",2.8331609844219114,Summer|Spring|Fall,4.360300119831448,14.617925317786847,97,True
91364,CHEM447,"""Advanced Topics in Organic Chemistry""",CHEM,4.0,"In this advanced organic chemistry course, students will delve into complex topics such as stereochemistry, reaction mechanisms, and synthesis strategies. Through lectures, discussions, and hands-on laboratory exercises, students will deepen their understanding of organic chemistry principles and develop advanced problem-solving skills.",400,,HIST410,"1. Atomic structure and periodic trends
2. Chemical bonding and molecular structure
3. Chemical reactions and stoichiometry
4. Thermodynamics and kinetics
5. Acids and bases| electrochemistry",HIST Major|BIO Major,"1. Analyze the relationship between atomic structure and periodic trends to predict the behavior of elements in the periodic table|
2. Evaluate different types of chemical bonding and molecular structures to explain the properties and reactivity of compounds|
3. Apply stoichiometric principles to balance chemical reactions and calculate quantities of reactants and products|
4. Explain the concepts of thermodynamics and kinetics to predict the direction and rate of chemical reactions|
5. Demonstrate an understanding of acids and bases, as well as electrochemical processes, to interpret and predict chemical behavior in various systems.",3.122316231071626,Summer|Spring|Fall,2.136028991756726,11.975053897983912,129,False
39310,CHEM695,"""Advanced Topics in Inorganic Chemistry""",CHEM,3.0,"This advanced course in inorganic chemistry delves into contemporary research topics and recent advances in the field. Students will explore advanced concepts in coordination chemistry, organometallic chemistry, and solid-state chemistry through lectures, discussions, and laboratory exercises.",600,CHEM456|CHEM427,,"1. Organic Chemistry
2. Inorganic Chemistry
3. Physical Chemistry
4. Analytical Chemistry
5. Biochemistry",BIO Major|ENG Major,"1. Apply fundamental principles of organic chemistry to predict the reactivity and behavior of organic molecules in various chemical reactions|
2. Analyze the properties and behavior of inorganic compounds based on their atomic and molecular structures in different chemical systems|
3. Utilize mathematical and theoretical concepts to explain the physical properties and phenomena of chemical systems in physical chemistry|
4. Demonstrate proficiency in various analytical techniques for qualitative and quantitative analysis of chemical samples in analytical chemistry|
5. Explain the structure, function, and interactions of biological molecules in living organisms through the lens of biochemistry.",3.0773019394472856,Summer|Spring|Fall,2.4822927734824165,12.242631100609225,176,True
79821,CHEM572,"""Advanced Topics in Bioinorganic Chemistry""",CHEM,3.0,"This advanced course in bioinorganic chemistry delves into the intricate interplay between inorganic elements and biological systems. Students will explore cutting-edge topics such as metalloproteins, metal-based drugs, and the role of metals in biological processes, gaining a deeper understanding of the essential role of inorganic chemistry in the realm of biochemistry.",500,CHEM447|CHEM113,BIO539,"1. Atomic structure and periodic trends
2. Chemical bonding and molecular structure
3. Chemical reactions and stoichiometry
4. Thermodynamics and kinetics
5. Organic chemistry and biochemical processes",BIO Major,"1. Analyze the relationship between atomic structure and periodic trends to predict the behavior of elements in the periodic table|
2. Evaluate different types of chemical bonding and molecular structures to explain the properties of compounds|
3. Apply principles of chemical reactions and stoichiometry to solve quantitative problems and predict reaction outcomes|
4. Interpret thermodynamic and kinetic data to predict the direction and rate of chemical reactions|
5. Demonstrate an understanding of organic chemistry and biochemical processes by explaining the structures and functions of key biomolecules.",2.7538950457719635,Summer|Spring|Fall,4.970038109446429,14.170526149168257,84,False
65904,ENG683,"""Advanced Topics in Postcolonial Literature""",ENG,4.0,"This course delves into complex themes in postcolonial literature, exploring issues of identity, power dynamics, and resistance in the context of former colonial societies. Students will engage with a range of critical perspectives and in-depth analysis of postcolonial texts to deepen their understanding of the complexities within this literary genre.",600,ENG360|ENG230,,"1. Writing and Composition
2. Literature Analysis
3. Critical Thinking and Argumentation
4. Creative Writing
5. Rhetoric and Persuasion",,"1. Apply various writing techniques to effectively communicate ideas and information in a clear and organized manner|
2. Analyze and interpret literary texts to identify themes, symbols, and literary devices, and evaluate their significance within the context of the work and its historical background|
3. Construct well-reasoned arguments based on evidence and logical reasoning, while critically evaluating different perspectives and supporting claims with sound reasoning and evidence|
4. Demonstrate proficiency in creative writing by producing original works in various genres and styles, showcasing creativity, imagination, and storytelling skills|
5. Employ rhetorical strategies to craft persuasive arguments, engage with diverse audiences, and effectively communicate ideas to influence and persuade others.",3.2100037328085187,Summer|Spring|Fall,1.4615097476267702,6.040812747968959,112,False
47509,ENG230,"""Exploring Literature of the 20th Century""",ENG,5.0,"In this course, students will delve into the diverse and influential literature of the 20th century, examining key works and authors that shaped the literary landscape of the era. Through close reading and critical analysis, students will explore themes, styles, and historical contexts to deepen their understanding of this rich period in literary history.",200,ENG157|ENG195,HIST268,"1. Literature analysis and interpretation
2. Creative writing techniques
3. Critical thinking and argumentation
4. Writing process and revision
5. Research and citation methods",CHEM Major|MATH Major|HIST Major,"1. Analyze and evaluate various literary works to identify themes, motifs, and literary devices used by authors for effective interpretation and critique|
2. Apply creative writing techniques such as character development, narrative structure, and descriptive language to produce original and engaging written works|
3. Construct well-reasoned, evidence-based arguments through critical thinking skills, logic, and persuasion in both written and verbal formats|
4. Demonstrate proficiency in the writing process by drafting, revising, and editing written pieces for clarity, coherence, and effectiveness|
5. Employ research strategies to locate relevant sources, integrate information ethically through proper citation methods, and support arguments effectively with credible evidence.",3.063151005680695,Summer|Spring|Fall,2.5911461101484936,13.356920118093681,29,False
99488,BIO382,"""Evolutionary Ecology: Adaptation and Speciation""",BIO,3.0,"This course explores the mechanisms driving adaptation and speciation in the natural world. Students will delve into the principles of evolutionary ecology, examining how organisms evolve in response to their environment and how new species arise over time. Through lectures, discussions, and hands-on activities, students will gain a deeper understanding of the intricate relationship between ecology and evolution.",300,BIO159,ENG389,"1. Cell Biology
2. Genetics
3. Evolutionary Biology
4. Ecology
5. Physiology",MATH Major|PHYS Major,"1. Analyze the structure and function of cells, including organelles and cellular processes, in the context of cell biology|
2. Evaluate the principles of inheritance, genetic variation, and gene expression in genetics|
3. Compare and contrast the mechanisms of evolutionary change, including natural selection and genetic drift, in evolutionary biology|
4. Examine the interactions between organisms and their environment, including population dynamics and ecosystems, in ecology|
5. Explain the physiological mechanisms that govern the functioning of living organisms, including homeostasis and adaptation.",2.961278895850548,Summer|Spring|Fall,3.3747777242265506,12.353986084463532,140,False
44495,CS173,"""Introduction to Programming Concepts""",CS,5.0,"This course provides an introduction to fundamental programming concepts, such as variables, data types, control structures, and functions. Students will gain hands-on experience writing and debugging code in a high-level programming language to solve basic computational problems. This course is designed for beginners with little to no prior programming experience.",100,,BIO159,"1. Algorithms and data structures
2. Computer architecture and organization
3. Software engineering and design
4. Artificial intelligence and machine learning
5. Cybersecurity and cryptography",HIST Major|CHEM Major|ENG Major,"1. Analyze and implement efficient algorithms and data structures to solve complex computational problems|
2. Evaluate and design computer architecture components and systems for optimal performance and reliability|
3. Apply software engineering principles to develop scalable and maintainable software solutions|
4. Implement artificial intelligence and machine learning algorithms to develop intelligent systems and applications|
5. Assess and implement cybersecurity measures, including cryptography techniques, to protect digital assets and ensure data privacy.",3.097455074479084,Summer|Spring|Fall,2.327268657853199,11.882557060568999,165,True
79741,ENG389,"Title: ""Literature of the Harlem Renaissance""",ENG,3.0,"This course will explore the rich and vibrant literary works produced during the Harlem Renaissance, a significant cultural movement in the early 20th century that celebrated African American art and literature. Students will analyze key texts, poems, and essays from writers such as Langston Hughes, Zora Neale Hurston, and Claude McKay, examining themes of race, identity, and social justice.",300,ENG195,,"1. Literature analysis
2. Creative writing
3. Rhetoric and composition
4. Shakespeare studies
5. World literature",ECON Major,"1. Analyze diverse forms of literature to identify key themes, stylistic elements, and narrative techniques|
2. Produce original creative writing pieces demonstrating effective use of language, structure, and storytelling techniques|
3. Construct persuasive arguments and written compositions that demonstrate proficiency in rhetorical strategies and effective communication skills.",3.055582490043243,Summer|Spring|Fall,2.6493654612058197,10.627798547088895,104,False
67607,MATH224,"""Advanced Calculus and Analytic Geometry""",MATH,3.0,"This advanced course in calculus and analytic geometry delves into topics such as multivariable calculus, vector analysis, and differential equations. Students will explore advanced techniques for solving complex mathematical problems and gain a deeper understanding of the fundamental principles that underlie these mathematical concepts.",200,MATH154|MATH156,PHYS207,"1. Calculus
2. Algebra
3. Geometry
4. Probability and Statistics
5. Linear Algebra",PHYS Major|CS Major,"1. Apply calculus concepts to solve real-world problems in various fields such as physics, engineering, and economics|
2. Analyze and solve complex algebraic equations and inequalities using appropriate techniques and strategies|
3. Justify geometric theorems and properties through logical reasoning and proofs|
4. Interpret and analyze data using probability and statistical methods to make informed decisions in various contexts|
5. Perform operations on matrices and vectors in linear algebra to solve systems of equations and understand transformations in geometric spaces.",3.161238303251267,Summer|Spring|Fall,1.8366284365287031,5.466103643445546,146,False
51861,MATH332,"""Advanced Topics in Multivariable Calculus""",MATH,3.0,"This course delves into advanced topics in multivariable calculus, exploring concepts such as partial derivatives, multiple integrals, and vector calculus. Students will apply these mathematical tools to analyze functions of several variables and solve real-world problems in various fields of science and engineering.",300,MATH200|MATH156,CS370,"1. Algebra
2. Calculus
3. Geometry
4. Statistics
5. Linear Algebra",,"1. Apply algebraic principles to solve equations and inequalities in various contexts|
2. Analyze and solve problems using differential and integral calculus techniques|
3. Demonstrate the ability to identify and apply geometric concepts in practical situations|
4. Interpret and communicate statistical data effectively through various tools and methods|
5. Utilize linear algebra concepts to solve systems of linear equations and analyze vector spaces.",3.2255365127363906,Summer|Spring|Fall,1.342026825104675,11.076278388033462,97,True
15545,PHYS614,"""Theoretical Physics: Quantum Field Theory and Renormalization""",PHYS,4.0,"This advanced course in theoretical physics delves into the principles of quantum field theory and the concept of renormalization. Students will explore the mathematical framework and physical interpretations of these key concepts, preparing them for further research and study in the field of theoretical physics.",600,PHYS100,,"1. Classical mechanics
2. Electromagnetism
3. Thermodynamics
4. Quantum mechanics
5. Special relativity",ECON Major|PHYS Major,"1. Apply principles of classical mechanics to solve complex problems involving motion, forces, and energy|
2. Analyze electromagnetic phenomena and demonstrate the relationship between electric and magnetic fields through mathematical calculations and experiments|
3. Evaluate thermodynamic systems and processes to predict changes in temperature, pressure, and energy transfer|
4. Explain the fundamental concepts of quantum mechanics and apply mathematical formalism to describe the behavior of particles at the atomic and subatomic levels|
5. Discuss the principles of special relativity and analyze the effects of time dilation, length contraction, and relativistic momentum in various physical scenarios.",3.2260803212253033,Summer|Spring|Fall,1.3378436828822848,7.45333620022145,98,True
39526,CS262,"""Web Development Fundamentals""",CS,4.0,"In this course, students will learn the foundational concepts of web development, including HTML, CSS, and JavaScript. Through hands-on projects and assignments, students will develop the skills needed to create interactive and responsive websites.",200,,CHEM274,"1. Algorithms and Data Structures
2. Programming Languages and Software Development
3. Computer Systems and Architecture
4. Artificial Intelligence and Machine Learning
5. Cybersecurity and Information Assurance",BIO Major|PHYS Major|CS Major,"1. Analyze and apply various algorithms and data structures to solve complex problems efficiently|
2. Evaluate and utilize different programming languages and software development methodologies to design and implement software systems|
3. Explain and demonstrate the principles of computer systems and architecture, including memory management and processor operation|
4. Implement and evaluate artificial intelligence and machine learning algorithms for tasks such as pattern recognition and decision-making|
5. Assess and implement cybersecurity measures and information assurance techniques to protect data and systems from cyber threats.",3.188126602671019,Summer|Spring|Fall,1.6297953640690857,14.213019145795652,157,False
60141,PHYS164,"""Introduction to Physics: The Fundamentals of Motion and Energy""",PHYS,5.0,"This course provides an introduction to the fundamental principles of physics, focusing on the concepts of motion and energy. Students will explore the laws of motion, kinetic and potential energy, and how these principles apply to real-world scenarios. Through hands-on experiments and problem-solving exercises, students will develop a strong foundation in physics.",100,,HIST138,"1. Mechanics
2. Thermodynamics
3. Electromagnetism
4. Quantum mechanics
5. Relativity",ECON Major|CS Major|MATH Major,"1. Apply fundamental principles of mechanics to analyze and solve complex physical problems|
2. Evaluate thermodynamic processes and apply laws of thermodynamics to predict and analyze energy transformations|
3. Analyze electromagnetic phenomena and apply Maxwell's equations to understand the behavior of electric and magnetic fields|
4. Explain the principles of quantum mechanics and apply them to analyze the behavior of particles at the atomic and subatomic levels|
5. Evaluate the concepts of relativity and apply them to understand the behavior of objects moving at high speeds or in strong gravitational fields.",3.0080505324100666,Summer|Spring|Fall,3.014995904537952,4.322485566889126,140,True
45521,BIO496,"""Advanced Topics in Molecular Genetics""",BIO,3.0,"This advanced course delves into cutting-edge topics in molecular genetics, focusing on the latest research and technologies shaping the field. Students will explore advanced concepts such as genome editing, epigenetics, and personalized medicine, gaining a deeper understanding of how molecular genetics influences biological processes.",400,BIO347|BIO287,CHEM447,"1. Cell Biology
2. Genetics
3. Ecology
4. Evolution
5. Physiology",HIST Major|PHYS Major,"1. Analyze the fundamental principles of cell biology, including cell structure, function, and communication pathways|
2. Evaluate the mechanisms of inheritance and genetic variation, and apply genetic principles to solve problems and make predictions|
3. Demonstrate an understanding of ecological concepts, such as population dynamics, community interactions, and ecosystem processes|
4. Critically evaluate the theory of evolution and its mechanisms, and analyze the impact of evolutionary processes on biodiversity and adaptation|
5. Explain the physiological mechanisms underlying various biological processes in organisms, including homeostasis, metabolism, and response to environmental stimuli.",3.236277121736267,Summer|Spring|Fall,1.2594067558748714,7.466481343529818,196,True
97198,CHEM274,"""Organic Chemistry: Structure and Function""",CHEM,3.0,"This course explores the principles of organic chemistry, focusing on the relationships between molecular structure and chemical reactivity. Students will learn how to predict and explain the behavior of organic molecules based on their structures, functional groups, and interactions. Special emphasis will be placed on the role of organic compounds in biological systems and everyday life.",200,CHEM113,ENG270,"1. General Chemistry
2. Organic Chemistry
3. Physical Chemistry
4. Inorganic Chemistry
5. Analytical Chemistry",CS Major|ECON Major|ENG Major,"1. Apply fundamental principles of general chemistry to analyze and solve complex chemical problems|
2. Demonstrate proficiency in the nomenclature, reactions, and properties of organic compounds|
3. Utilize mathematical concepts and theories to understand and predict the behavior of chemical systems in physical chemistry|
4. Analyze the structure, bonding, and properties of inorganic compounds to explain their reactivity and applications|
5. Develop skills in various analytical techniques to identify, quantify, and characterize chemical substances accurately and reliably.",2.7970733937311465,Summer|Spring|Fall,4.637896971298869,11.446441062912832,180,True
23846,MATH655,"""Advanced Topics in Algebraic Geometry""",MATH,3.0,"This course delves into advanced concepts in algebraic geometry, focusing on topics such as sheaf theory, cohomology, and intersection theory. Students will explore modern developments in the field and engage with complex algebraic structures to deepen their understanding of geometric objects.",600,MATH156|MATH332,BIO613,"1. Algebra
2. Calculus
3. Geometry
4. Statistics
5. Probability",HIST Major,"1. Apply algebraic operations to solve complex equations and inequalities|
2. Analyze and differentiate functions using calculus techniques|
3. Utilize geometric principles to solve real-world problems|
4. Interpret and draw conclusions from statistical data sets|
5. Calculate probabilities and make informed decisions based on probability theory.",2.8472552680577534,Summer|Spring|Fall,4.251882553401891,12.90338656133155,156,True
50608,HIST268,"""The Renaissance: Cultural Rebirth and Transformation""",HIST,5.0,"This course delves into the vibrant period of the Renaissance, exploring the artistic, intellectual, and societal changes that defined this era of cultural rebirth in Europe. Students will analyze key works of art, literature, and architecture while examining the impact of humanism, scientific innovation, and political developments on shaping the Renaissance.",200,,,"1. World History
2. American History
3. European History
4. Asian History
5. African History",MATH Major|PHYS Major|ECON Major,"1. Analyze the interconnectedness of global events and developments in World History, identifying key themes and connections across different regions and time periods|
2. Evaluate the impact of major events, individuals, and movements in American History on shaping the nation's social, political, and cultural landscape|
3. Compare and contrast the political, social, and cultural developments in European History, and analyze their influence on global affairs and modern society|
4. Examine the diverse historical narratives and cultural dynamics of Asian History, recognizing the significance of regional interactions and exchanges|
5. Critically assess the historical experiences, achievements, and challenges of African societies, tracing the continent's contributions to world history and understanding its contemporary significance.",3.0507446857171128,Summer|Spring|Fall,2.6865793406375977,7.9473295066518155,43,False
52813,CS422,"Title: ""Advanced Machine Learning Techniques in Natural Language Processing""",CS,3.0,"This advanced course explores cutting-edge machine learning techniques specifically tailored for Natural Language Processing applications. Students will delve into deep learning models, advanced neural network architectures, and state-of-the-art algorithms to analyze and generate human language text. Prerequisite: Proficiency in machine learning and familiarity with natural language processing concepts.",400,CS133|CS370,CHEM427,"1. Algorithms and data structures
2. Programming languages and software development
3. Computer architecture and organization
4. Databases and data management
5. Artificial intelligence and machine learning",HIST Major,"1. Analyze and implement efficient algorithms and data structures to solve complex computational problems|
2. Develop software applications using various programming languages with an emphasis on best practices in software development|
3. Explain the fundamental principles of computer architecture and organization, including memory systems, processor design, and input/output mechanisms|
4. Design and implement databases to efficiently manage and manipulate data for various applications|
5. Apply artificial intelligence and machine learning techniques to solve real-world problems and optimize decision-making processes.",3.0790328020080686,Summer|Spring|Fall,2.468978446091775,6.469897808408094,129,False
64748,CS597,"Title: ""Advanced Machine Learning for Big Data Analysis""",CS,3.0,"This course delves into advanced machine learning techniques tailored for analyzing large volumes of data. Students will explore algorithms for processing big data, optimizing models, and handling scalability challenges. Practical applications in various fields will be emphasized through hands-on projects and case studies.",500,CS173|CS370,MATH536,"1. Data Structures and Algorithms
2. Programming Languages and Paradigms
3. Computer Networks and Security
4. Database Management Systems
5. Artificial Intelligence and Machine Learning",ECON Major,"1. Analyze and implement efficient data structures and algorithms to solve complex computational problems|
2. Compare and contrast various programming languages and paradigms to select appropriate tools for software development|
3. Evaluate and design secure computer networks, applying principles of network security to protect against cyber threats|
4. Develop and optimize database management systems to efficiently store and retrieve data for applications|
5. Apply artificial intelligence and machine learning algorithms to solve real-world problems and make data-driven decisions.",3.0215449044416602,Summer|Spring|Fall,2.911193042756463,8.369185920757502,167,False
64891,HIST138,"""Introduction to World History: From Ancient Civilizations to the Renaissance""",HIST,5.0,"This course provides an overview of world history from the development of ancient civilizations to the Renaissance period. Students will explore key events, cultures, and significant figures that shaped global societies during this time frame, gaining a deeper understanding of the interconnectedness of human history.",100,,,"1. Ancient Civilizations
2. World Wars and Global Conflicts
3. American History
4. European History
5. History of Science and Technology",CS Major,"1. Analyze the key characteristics, developments, and contributions of ancient civilizations in shaping the modern world|
2. Evaluate the causes, impacts, and outcomes of major world wars and global conflicts throughout history|
3. Compare and contrast significant events, figures, and movements in American and European history to understand their influence on contemporary societies|
4. Examine the historical progression and impact of science and technology on human civilization, from ancient times to the present day.",3.0493055425979207,Summer|Spring|Fall,2.6976496723236845,8.058851328647306,157,True
40934,ECON344,"""Global Economic Development Strategies""",ECON,4.0,"This course explores the various economic development strategies implemented by countries around the world to promote growth and reduce poverty. Students will analyze case studies, evaluate the effectiveness of different approaches, and discuss the role of international organizations in supporting global economic development efforts.",300,,ENG389,"1. Microeconomics
2. Macroeconomics
3. International Trade
4. Econometrics
5. Economic Development",CHEM Major,"1. Analyze the fundamental principles and theories of microeconomics to understand how individual economic agents make decisions and how markets allocate resources efficiently|
2. Evaluate the key concepts and models of macroeconomics to comprehend the behavior of aggregate economic variables such as GDP, inflation, and unemployment|
3. Examine the theories and policies related to international trade to assess how countries participate in global markets and the impacts on economic welfare|
4. Apply econometric methods to analyze economic data, test hypotheses, and make informed predictions about economic phenomena|
5. Critically assess the theories and policies of economic development to understand the factors influencing the economic growth and well-being of nations.",2.922698022182137,Summer|Spring|Fall,3.671553675522027,13.541510236496235,185,False
